# 2023-02-16, 16:01:05.789714
# fs = 100 Hz, N = 128
# NI 9201, 19.5.0
t,ai0
0.000000000,-0.011170641
0.010000000,-0.011170641
0.020000000,-0.011170641
0.030000000,-0.011170641
0.040000000,-0.016308044
0.050000000,-0.016308044
0.060000000,-0.016308044
0.070000000,-0.006033238
0.080000000,-0.011170641
0.090000000,-0.016308044
0.100000000,-0.016308044
0.110000000,-0.016308044
0.120000000,-0.016308044
0.130000000,-0.021445447
0.140000000,-0.016308044
0.150000000,-0.016308044
0.160000000,-0.016308044
0.170000000,-0.011170641
0.180000000,-0.011170641
0.190000000,-0.011170641
0.200000000,-0.016308044
0.210000000,-0.011170641
0.220000000,-0.006033238
0.230000000,-0.006033238
0.240000000,-0.006033238
0.250000000,-0.006033238
0.260000000,-0.006033238
0.270000000,-0.011170641
0.280000000,-0.011170641
0.290000000,-0.016308044
0.300000000,-0.016308044
0.310000000,-0.011170641
0.320000000,-0.011170641
0.330000000,-0.021445447
0.340000000,-0.016308044
0.350000000,-0.021445447
0.360000000,-0.021445447
0.370000000,-0.026582850
0.380000000,-0.016308044
0.390000000,-0.021445447
0.400000000,-0.021445447
0.410000000,-0.016308044
0.420000000,-0.016308044
0.430000000,-0.026582850
0.440000000,-0.011170641
0.450000000,-0.016308044
0.460000000,-0.011170641
0.470000000,-0.021445447
0.480000000,-0.021445447
0.490000000,-0.016308044
0.500000000,-0.011170641
0.510000000,-0.016308044
0.520000000,-0.011170641
0.530000000,-0.011170641
0.540000000,-0.016308044
0.550000000,-0.006033238
0.560000000,-0.011170641
0.570000000,-0.011170641
0.580000000,-0.016308044
0.590000000,-0.011170641
0.600000000,-0.011170641
0.610000000,-0.016308044
0.620000000,-0.016308044
0.630000000,-0.016308044
0.640000000,-0.016308044
0.650000000,-0.016308044
0.660000000,-0.021445447
0.670000000,-0.026582850
0.680000000,-0.021445447
0.690000000,-0.016308044
0.700000000,-0.021445447
0.710000000,-0.026582850
0.720000000,-0.026582850
0.730000000,-0.026582850
0.740000000,-0.026582850
0.750000000,-0.021445447
0.760000000,-0.026582850
0.770000000,-0.031720253
0.780000000,-0.016308044
0.790000000,-0.021445447
0.800000000,-0.026582850
0.810000000,-0.026582850
0.820000000,-0.011170641
0.830000000,-0.021445447
0.840000000,-0.011170641
0.850000000,-0.021445447
0.860000000,-0.016308044
0.870000000,-0.026582850
0.880000000,-0.021445447
0.890000000,-0.021445447
0.900000000,-0.021445447
0.910000000,-0.021445447
0.920000000,-0.011170641
0.930000000,-0.021445447
0.940000000,-0.016308044
0.950000000,-0.016308044
0.960000000,-0.021445447
0.970000000,-0.016308044
0.980000000,-0.021445447
0.990000000,-0.016308044
1.000000000,-0.026582850
1.010000000,-0.026582850
1.020000000,-0.021445447
1.030000000,-0.026582850
1.040000000,-0.026582850
1.050000000,-0.021445447
1.060000000,-0.031720253
1.070000000,-0.031720253
1.080000000,-0.021445447
1.090000000,-0.021445447
1.100000000,-0.026582850
1.110000000,-0.016308044
1.120000000,-0.026582850
1.130000000,-0.016308044
1.140000000,-0.021445447
1.150000000,-0.021445447
1.160000000,-0.016308044
1.170000000,-0.021445447
1.180000000,-0.026582850
1.190000000,-0.021445447
1.200000000,-0.016308044
1.210000000,-0.016308044
1.220000000,-0.016308044
1.230000000,-0.016308044
1.240000000,-0.021445447
1.250000000,-0.021445447
1.260000000,-0.021445447
1.270000000,-0.021445447
